products,prices,ratings,price_origs,pages
HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light Laptop,"₹85,000",,"₹1,01,321",/hp-pavilion-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-14-dv2015tu-thin-light-laptop/p/itma371be6132d97?pid=COMGEG3ZZGWA8XE2&lid=LSTCOMGEG3ZZGWA8XE2UWHEP0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_73&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGEG3ZZGWA8XE2.SEARCH&ssid=l0whvvdmao0000001678100254078
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,"₹61,990",4.3,"₹86,990",/asus-vivobook-k15-oled-ryzen-7-octa-core-amd-r7-5700u-16-gb-512-gb-ssd-windows-11-home-km513ua-l713ws-thin-light-laptop/p/itmb3a48eb017e5c?pid=COMGB6DZKZZVUQSW&lid=LSTCOMGB6DZKZZVUQSWWWGAPR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_74&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGB6DZKZZVUQSW.SEARCH&ssid=l0whvvdmao0000001678100254078
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,"₹42,990",4.4,"₹58,990",/asus-vivobook-k15-oled-2022-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l302ws-thin-light-laptop/p/itmb768764e55ddd?pid=COMG87FFTTGFCKBS&lid=LSTCOMG87FFTTGFCKBS21FXQR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_75&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMG87FFTTGFCKBS.SEARCH&ssid=l0whvvdmao0000001678100254078
Lenovo IdeaPad Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹52,729",4.4,"₹86,690",/lenovo-ideapad-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15ach6-gaming-laptop/p/itm5b976fec95d0c?pid=COMGN2YDYPFNZPMY&lid=LSTCOMGN2YDYPFNZPMYSRVJIE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_76&otracker=browse&iid=en_ypV4IaBBmy%2BP4xnnTiCecUrrh%2F7t%2FrnEtfqKa0EaacNmCi79e8fpo3TdqhztjmudmwNcgRpn5LKJ6fatQDnxIA%3D%3D&ssid=l0whvvdmao0000001678100254078
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,"₹45,126",4.3,"₹68,490",/lenovo-ideapad-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm790def6ef6b6f?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9U213LU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_77&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMG9VHHF6HVJPP9.SEARCH&ssid=l0whvvdmao0000001678100254078
HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 H...,"₹1,42,790",,"₹1,55,490",/hp-omen-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-16-b1361tx-gaming-laptop/p/itm4de195a76ef55?pid=COMGCGSTJRS6MHHR&lid=LSTCOMGCGSTJRS6MHHR70BXJS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_78&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGCGSTJRS6MHHR.SEARCH&ssid=l0whvvdmao0000001678100254078
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹54,229",4.4,"₹86,690",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15ach6-15ach6d1-gaming3-15ach6d1-laptop/p/itmeb72bf79e6eb4?pid=COMG8ZHDWJXZRHBW&lid=LSTCOMG8ZHDWJXZRHBWOF4RUE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_79&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMG8ZHDWJXZRHBW.SEARCH&ssid=l0whvvdmao0000001678100254078
Lenovo V15 G2 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,"₹40,900",4,"₹59,700",/lenovo-v15-g2-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-itl-laptop/p/itmaf2c39ebc5889?pid=COMGHTE8G8FXQJVN&lid=LSTCOMGHTE8G8FXQJVNJK4BV6&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_80&otracker=browse&iid=en_ypV4IaBBmy%2BP4xnnTiCecUrrh%2F7t%2FrnEtfqKa0EaacNJOHXE65tstx4pfAaPpaIxBrT96CR1I%2FcJL3cOSzGocA%3D%3D&ssid=l0whvvdmao0000001678100254078
ASUS Vivobook 15 OLED (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1511WS Thi...,"₹68,990",4.6,"₹85,990",/asus-vivobook-15-oled-2022-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-x1505za-l1511ws-thin-light-laptop/p/itm7987af78c94cc?pid=COMGHPPSYJ6FDVGG&lid=LSTCOMGHPPSYJ6FDVGGP1LBNJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_81&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGHPPSYJ6FDVGG.SEARCH&ssid=l0whvvdmao0000001678100254078
HP Pavilion Gaming Ryzen 5 Quad Core 3550H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,"₹54,990",4.2,"₹56,144",/hp-pavilion-gaming-ryzen-5-quad-core-3550h-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-15-ec0101ax-laptop/p/itma1af6bf593dc8?pid=COMFSFNVDXG74QXR&lid=LSTCOMFSFNVDXG74QXRQLUWWG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_82&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMFSFNVDXG74QXR.SEARCH&ssid=l0whvvdmao0000001678100254078
HP Chromebook x360 Intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Thin and...,"₹24,990",4.1,"₹31,156",/hp-chromebook-x360-intel-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0506tu-thin-light-laptop/p/itmdf57346a9ffeb?pid=COMGBHKFAYHEMVAT&lid=LSTCOMGBHKFAYHEMVATTMWBVX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_83&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGBHKFAYHEMVAT.SEARCH&ssid=l0whvvdmao0000001678100254078
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹72,990",4.5,"₹1,02,090",/lenovo-ideapad-gaming-3-ryzen-7-octa-core-amd-r7-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-gaming3-15ach6d2-laptop/p/itmd92c6762aa792?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUOIO7AQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_84&otracker=browse&iid=en_ypV4IaBBmy%2BP4xnnTiCecUrrh%2F7t%2FrnEtfqKa0EaacNUYSHopq0t7H11%2B8KHjXgU7nyMWECZfayYb%2BMZ7ar5%2Fw%3D%3D&ssid=l0whvvdmao0000001678100254078
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹63,050",4.5,"₹75,990",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WX6OA1CA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_85&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGGJZFJRZY45WX.SEARCH&ssid=l0whvvdmao0000001678100254078
ASUS Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ312WS Laptop,"₹42,990",3.6,"₹57,990",/asus-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1502za-ej312ws-laptop/p/itmfe9bba4042564?pid=COMGGTQVK7XFFTDD&lid=LSTCOMGGTQVK7XFFTDDIOY3YD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_86&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGGTQVK7XFFTDD.SEARCH&ssid=l0whvvdmao0000001678100254078
ASUS VivoBook 14 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK311WS Laptop,"₹42,990",4.1,"₹57,990",/asus-vivobook-14-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1402za-ek311ws-laptop/p/itmde59adad47719?pid=COMGDGNFY4YUCZTG&lid=LSTCOMGDGNFY4YUCZTGOT9C3F&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_87&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGDGNFY4YUCZTG.SEARCH&ssid=l0whvvdmao0000001678100254078
Lenovo Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹68,990",4.2,"₹99,290",/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6-laptop/p/itmd7174b119daa0?pid=COMGKC6YAWGQPZZY&lid=LSTCOMGKC6YAWGQPZZYMMNQJQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_88&otracker=browse&iid=en_ypV4IaBBmy%2BP4xnnTiCecUrrh%2F7t%2FrnEtfqKa0EaacOTLDBL71%2BR8amTsqVCoLddXCR1UzU4kIG6AnfMRiJy1w%3D%3D&ssid=l0whvvdmao0000001678100254078
ASUS TUF Dash F15 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹82,990",4.4,"₹1,03,990",/asus-tuf-dash-f15-2022-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fx517zc-hn035ws-gaming-laptop/p/itme5b388b99b91b?pid=COMGFYQZBR2MS4B9&lid=LSTCOMGFYQZBR2MS4B9OQOW5D&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_89&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGFYQZBR2MS4B9.SEARCH&ssid=l0whvvdmao0000001678100254078
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light...,"₹52,490",4.2,"₹69,031",/dell-inspiron-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-3525-thin-light-laptop/p/itmb471e3a89d28e?pid=COMGH8YQNBPF3WWP&lid=LSTCOMGH8YQNBPF3WWP6AUZBW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_90&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGH8YQNBPF3WWP.SEARCH&ssid=l0whvvdmao0000001678100254078
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,"₹69,990",,"₹86,547",/hp-victus-ryzen-7-octa-core-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-16-e0650ax-gaming-laptop/p/itm1385bc1cd1a32?pid=COMGF9UFT9ZRD7NC&lid=LSTCOMGF9UFT9ZRD7NCLNH9NY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_91&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGF9UFT9ZRD7NC.SEARCH&ssid=l0whvvdmao0000001678100254078
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹62,990",4.3,"₹95,790",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FCWFV9T&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_92&otracker=browse&iid=en_ypV4IaBBmy%2BP4xnnTiCecUrrh%2F7t%2FrnEtfqKa0EaacOIybZP3eoVbWVRRnl9o80cM%2B9DINUXMdC5ZUot7kTExQ%3D%3D&ssid=l0whvvdmao0000001678100254078
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graph...,"₹79,990",4.8,"₹1,40,990",/asus-zenbook-duo-14-2021-touch-panel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-2-graphics-ux482egr-ka521ws-thin-light-laptop/p/itm19dcdd6a581b3?pid=COMGBF3S8P3KDTFX&lid=LSTCOMGBF3S8P3KDTFXQER7UA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_93&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGBF3S8P3KDTFX.SEARCH&ssid=l0whvvdmao0000001678100254078
MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 307...,"₹1,44,100",4.4,"₹1,79,990",/msi-pulse-gl66-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-11ugk-431in-gaming-laptop/p/itm9eaffcc31a058?pid=COMG6E8PV7JC3SMM&lid=LSTCOMG6E8PV7JC3SMMVHYKEI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_94&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMG6E8PV7JC3SMM.SEARCH&ssid=l0whvvdmao0000001678100254078
HP Pavilion Plus Creator OLED (2023) Intel H-Series Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home...,"₹95,990",4.8,"₹1,14,219",/hp-pavilion-plus-creator-oled-2023-intel-h-series-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-14-eh0024tu-thin-light-laptop/p/itm9eace33250ca0?pid=COMGHMH6GYGRH5BU&lid=LSTCOMGHMH6GYGRH5BUHVAV5G&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_95&otracker=browse&iid=3b7e28bc-cc95-40a9-956a-ef89f61d3ac8.COMGHMH6GYGRH5BU.SEARCH&ssid=l0whvvdmao0000001678100254078
lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,"₹1,05,990",4.7,"₹1,39,890",/lenovo-yoga-7-core-i7-11th-gen-intel-evo-16-gb-512-gb-ssd-windows-10-home-14itl5-2-1-laptop/p/itm707ded706da81?pid=COMFXV7SFNVVRZEF&lid=LSTCOMFXV7SFNVVRZEFM0GHCR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_96&otracker=browse&iid=en_ypV4IaBBmy%2BP4xnnTiCecUrrh%2F7t%2FrnEtfqKa0EaacMFwWj6qpxSpMmy3Yq6DmwTwDH4XxevnoJQIr9nB1tzcA%3D%3D&ssid=l0whvvdmao0000001678100254078
ALIENWARE Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 T...,"₹1,99,990",4.9,"₹2,23,322",/alienware-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-gtx-1660-ti-m15r3-gaming-laptop/p/itme9ee3d237303f?pid=COMFTC4YQF7KE9QU&lid=LSTCOMFTC4YQF7KE9QUVGAMXK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_97&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMFTC4YQF7KE9QU.SEARCH&ssid=jgbh7cneww0000001678100256572
SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NP340XLA-KA1IN...,"₹32,990",4.2,"₹47,990",/samsung-galaxy-book-go-snapdragon-7c-gen-2-4-gb-128-gb-emmc-storage-windows-11-home-np340xla-ka1in-thin-light-laptop/p/itm57fdb71eb3d2a?pid=COMGCFN8JMVHPHNZ&lid=LSTCOMGCFN8JMVHPHNZRG2BGK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_98&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGCFN8JMVHPHNZ.SEARCH&ssid=jgbh7cneww0000001678100256572
ASUS VivoBook 14 Core i3 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) X1402ZA-EK391WS Laptop,"₹40,990",4.1,"₹54,990",/asus-vivobook-14-core-i3-12th-gen-8-gb-256-gb-ssd-windows-11-home-x1402za-ek391ws-laptop/p/itmd1f8b02506cf5?pid=COMGDGNFEEZPU4G3&lid=LSTCOMGDGNFEEZPU4G3T4ZSWZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_99&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGDGNFEEZPU4G3.SEARCH&ssid=jgbh7cneww0000001678100256572
HP Victus Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,"₹65,990",4.6,"₹88,056",/hp-victus-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-16-d0311tx-gaming-laptop/p/itm22c164f45d999?pid=COMGHYYKESUN5ZKQ&lid=LSTCOMGHYYKESUN5ZKQNTQDKG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_100&otracker=browse&iid=en_7Aa902v49mZRjvOFLLVJaYh%2FrP7Fih2ZuRc%2FKK8nQyqfyC9ZwjUWkjdD0AGjT836VWqwQTijCqeUWUawETN5xw%3D%3D&ssid=jgbh7cneww0000001678100256572
ASUS TUF Gaming A17 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windo...,"₹88,990",4.8,"₹1,31,990",/asus-tuf-gaming-a17-2022-90whr-battery-ryzen-7-octa-core-amd-r7-6800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa777rc-hx027ws-laptop/p/itm72adb0e8ecc29?pid=COMGGYY3ZW8QAXZF&lid=LSTCOMGGYY3ZW8QAXZFUMHRUS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_101&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGGYY3ZW8QAXZF.SEARCH&ssid=jgbh7cneww0000001678100256572
ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"₹74,990",4.5,"₹92,990",/asus-vivobook-s14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km502ws-thin-light-laptop/p/itmf9337acb97e70?pid=COMGCG2GXGJGEYUW&lid=LSTCOMGCG2GXGJGEYUWI64YYF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_102&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGCG2GXGJGEYUW.SEARCH&ssid=jgbh7cneww0000001678100256572
acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX 215-54 Thin and Light Laptop,"₹32,990",4.4,"₹43,999",/acer-extensa-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-ex-215-54-thin-light-laptop/p/itm078143c1933b1?pid=COMGGYEBHVBR8EVN&lid=LSTCOMGGYEBHVBR8EVNRJAVBG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_103&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGGYEBHVBR8EVN.SEARCH&ssid=jgbh7cneww0000001678100256572
RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop,"₹39,990",4.1,"₹59,999",/redmibook-pro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm436427e982703?pid=COMG4Z359A4Z3MFG&lid=LSTCOMG4Z359A4Z3MFGOJQLGB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_104&otracker=browse&iid=en_7Aa902v49mZRjvOFLLVJaYh%2FrP7Fih2ZuRc%2FKK8nQyoYYu5SGWLinBeHm5Qhd%2Bq0Tj1Hc3YfkkZizBLEZSepeg%3D%3D&ssid=jgbh7cneww0000001678100256572
acer Gaming Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,"₹1,04,990",,"₹1,59,999",/acer-gaming-ryzen-7-octa-core-6800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-an515-46-laptop/p/itm3053b770cf7e6?pid=COMGH3DA5FPNFENC&lid=LSTCOMGH3DA5FPNFENCR4TBAX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_105&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGH3DA5FPNFENC.SEARCH&ssid=jgbh7cneww0000001678100256572
ASUS TUF Dash F15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹1,01,990",4.4,"₹1,28,990",/asus-tuf-dash-f15-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-144-hz-fx517zc-hn108ws-gaming-laptop/p/itm702570f8af94a?pid=COMGFWCYUH7DC4HB&lid=LSTCOMGFWCYUH7DC4HBE7BXRF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_106&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGFWCYUH7DC4HB.SEARCH&ssid=jgbh7cneww0000001678100256572
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹90,990",4.5,"₹1,15,990",/asus-rog-strix-g15-ryzen-7-octa-core-amd-r7-4800h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-144-hz-g513ie-hn040ws-gaming-laptop/p/itm13c7975bead0a?pid=COMGE73KYN76YZC7&lid=LSTCOMGE73KYN76YZC71JHKIS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_107&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGE73KYN76YZC7.SEARCH&ssid=jgbh7cneww0000001678100256572
