products,prices,ratings,price_origs,pages
HP Victus Intel Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹90,990",4.4,"₹1,01,278",/hp-victus-intel-core-i7-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-15-fa0073tx-gaming-laptop/p/itm9010e2ab6b562?pid=COMGGKKZX7FC7GHU&lid=LSTCOMGGKKZX7FC7GHUX9YXDZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_108&otracker=browse&iid=en_7Aa902v49mZRjvOFLLVJaYh%2FrP7Fih2ZuRc%2FKK8nQyqMAafo%2Fj0AstSsHGkG8ipV%2F9%2FS4A4kr%2FhpC1E5DyWeuw%3D%3D&ssid=jgbh7cneww0000001678100256572
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹51,990",4.4,"₹79,990",/infinix-inbook-x2-plus-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-xl25-thin-light-laptop/p/itme96c690aad432?pid=COMGGQE93WGJJF5R&lid=LSTCOMGGQE93WGJJF5RAIAMDD&marketplace=FLIPKART&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=b_5_109&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGGQE93WGJJF5R.SEARCH&ssid=jgbh7cneww0000001678100256572
Lenovo Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 81WQ00MQIN|81WQ00NXIN Laptop,"₹25,490",4.1,"₹44,690",/lenovo-intel-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-81wq00mqin-81wq00nxin-laptop/p/itm2560cd9192f02?pid=COMGDMXVJJB2HGMY&lid=LSTCOMGDMXVJJB2HGMYLAIFLM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_110&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGDMXVJJB2HGMY.SEARCH&ssid=jgbh7cneww0000001678100256572
ASUS EeeBook 14 with NumberPad Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV103WS Thin ...,"₹27,990",4.1,"₹40,990",/asus-eeebook-14-numberpad-pentium-silver-8-gb-256-gb-ssd-windows-11-home-e410ka-bv103ws-thin-light-laptop/p/itmd033233d8bf9d?pid=COMGB6DZZZH3JW2H&lid=LSTCOMGB6DZZZH3JW2H4UTGF7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_111&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGB6DZZZH3JW2H.SEARCH&ssid=jgbh7cneww0000001678100256572
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,"₹33,990",4.2,"₹60,890",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itme5d4463121c64?pid=COMG9VKERHP4FACH&lid=LSTCOMG9VKERHP4FACHOL4YVH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_112&otracker=browse&iid=en_7Aa902v49mZRjvOFLLVJaYh%2FrP7Fih2ZuRc%2FKK8nQyocjB251OejUxx4bIVFFDnE2qlRJqxjaNLRS9GReiXcjg%3D%3D&ssid=jgbh7cneww0000001678100256572
MSI Crosshair 15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,"₹1,04,990",4.6,"₹1,34,990",/msi-crosshair-15-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-b12uez-897in-gaming-laptop/p/itmd196e45647125?pid=COMGGZ23YABHSNDH&lid=LSTCOMGGZ23YABHSNDHKUD5XA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_113&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGGZ23YABHSNDH.SEARCH&ssid=jgbh7cneww0000001678100256572
ASUS Vivobook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW312WS Thin and ...,"₹46,990",4.3,"₹62,990",/asus-vivobook-14-2022-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1402za-mw312ws-thin-light-laptop/p/itme1ee0d5379b20?pid=COMGHF6JJ2DGQX6Z&lid=LSTCOMGHF6JJ2DGQX6ZURKAOH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_114&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGHF6JJ2DGQX6Z.SEARCH&ssid=jgbh7cneww0000001678100256572
ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L5...,"₹64,990",4.3,"₹85,990",/asus-vivobook-k15-oled-2022-core-i5-11th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-11-home-k513ea-l523ws-thin-light-laptop/p/itm391804c2ca1cd?pid=COMG87FFZGV9ZSZM&lid=LSTCOMG87FFZGV9ZSZM7V8Z9R&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_115&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMG87FFZGV9ZSZM.SEARCH&ssid=jgbh7cneww0000001678100256572
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹37,900",4.3,"₹59,390",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_116&otracker=browse&iid=en_7Aa902v49mZRjvOFLLVJaYh%2FrP7Fih2ZuRc%2FKK8nQyonXYFteCqAR%2Bn8E5Ekb2S72y27Gq9BiKXHqC0JcvFn8A%3D%3D&ssid=jgbh7cneww0000001678100256572
APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J002KD,"₹1,29,990",4.7,"₹1,32,900",/apple-macbook-air-m1-16-gb-512-gb-ssd-mac-os-big-sur-z124j002kd/p/itm7f6b2617bd5c0?pid=COMG9UD4GWJFXGEH&lid=LSTCOMG9UD4GWJFXGEHWFHDNX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_117&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMG9UD4GWJFXGEH.SEARCH&ssid=jgbh7cneww0000001678100256572
DELL G15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050)...,"₹75,900",4.5,"₹1,08,000",/dell-g15-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-rtx-3050-g15-5515-gaming-laptop/p/itmdaa9e0d35da76?pid=COMG666GPTSHNZ47&lid=LSTCOMG666GPTSHNZ47HRW5HG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_118&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMG666GPTSHNZ47.SEARCH&ssid=jgbh7cneww0000001678100256572
ASUS Vivobook K15 OLED Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L51...,"₹56,990",4.4,"₹80,990",/asus-vivobook-k15-oled-ryzen-5-hexa-core-amd-r5-5500u-16-gb-512-gb-ssd-windows-11-home-km513ua-l512ws-thin-light-laptop/p/itma40e1d9d1a424?pid=COMGHF6JY8NYFVHC&lid=LSTCOMGHF6JY8NYFVHCTT2RHW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_119&otracker=browse&iid=6aabc419-2274-4027-a343-a2e0b773f486.COMGHF6JY8NYFVHC.SEARCH&ssid=jgbh7cneww0000001678100256572
Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹53,990",4.3,"₹76,890",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_120&otracker=browse&iid=en_7Aa902v49mZRjvOFLLVJaYh%2FrP7Fih2ZuRc%2FKK8nQyosVhb%2BLVjxDmLXf7SJeQ7gurI%2FFIWBAry4lBkgL%2BfV%2BA%3D%3D&ssid=jgbh7cneww0000001678100256572
Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,"₹52,990",4.2,"₹71,990",/lenovo-ideapad-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itmfd5941701b3c5?pid=COMGGR9SBTFZCNDU&lid=LSTCOMGGR9SBTFZCNDU84OXGZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_121&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGGR9SBTFZCNDU.SEARCH&ssid=7lp5dx1e400000001678100258903
Lenovo Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 81WA00Q3IN|81WA00MEIN Thin and Light...,"₹33,990",4.3,"₹50,290",/lenovo-intel-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-81wa00q3in-81wa00mein-thin-light-laptop/p/itm61227ecaffd8c?pid=COMG72M9TNRKQWQN&lid=LSTCOMG72M9TNRKQWQNFDLVMA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_122&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMG72M9TNRKQWQN.SEARCH&ssid=7lp5dx1e400000001678100258903
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin ...,"₹45,990",4.5,"₹62,990",/asus-vivobook-k15-oled-2022-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k513ea-l312ws-thin-light-laptop/p/itm43432ba02fc87?pid=COMG87FFHXJHKNE8&lid=LSTCOMG87FFHXJHKNE823JHOH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_123&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMG87FFHXJHKNE8.SEARCH&ssid=7lp5dx1e400000001678100258903
HP Victus Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,"₹65,990",4.6,"₹88,056",/hp-victus-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-16-d0311tx-gaming-laptop/p/itm22c164f45d999?pid=COMGHYYKESUN5ZKQ&lid=LSTCOMGHYYKESUN5ZKQNTQDKG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_124&otracker=browse&iid=en_Ua45oUea9j6eB0wDx2DLPAw0b%2BgqSgY%2FMuU8f6AZ15DhtPohc%2FlW8QC7Z4L%2F62tBVWqwQTijCqeUWUawETN5xw%3D%3D&ssid=7lp5dx1e400000001678100258903
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,"₹1,51,990",,"₹2,06,990",/asus-rog-flow-x16-2022-90whr-battery-ryzen-7-octa-core-6800hs-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-gv601re-m6012ws-2-1-gaming-laptop/p/itmd7f551a2c9c13?pid=COMGFWCYWQ2KEQYW&lid=LSTCOMGFWCYWQ2KEQYW70J2DC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_125&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGFWCYWQ2KEQYW.SEARCH&ssid=7lp5dx1e400000001678100258903
MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 Hz) C...,"₹1,34,990",4,"₹1,54,391",/msi-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-165-hz-crosshair-15-b12ugz-1012in-gaming-laptop/p/itm6bcaf731b1221?pid=COMGGZ23WXYZFMTC&lid=LSTCOMGGZ23WXYZFMTCJRKLIO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_126&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGGZ23WXYZFMTC.SEARCH&ssid=7lp5dx1e400000001678100258903
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin an...,"₹60,290",4.3,"₹83,035",/dell-inspiron-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-2-graphics-3511-thin-light-laptop/p/itm5369c4aa85fa0?pid=COMG9NYDSF4N74DN&lid=LSTCOMG9NYDSF4N74DNEUADFA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_127&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMG9NYDSF4N74DN.SEARCH&ssid=7lp5dx1e400000001678100258903
RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop,"₹39,990",4.1,"₹59,999",/redmibook-pro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm436427e982703?pid=COMG4Z359A4Z3MFG&lid=LSTCOMG4Z359A4Z3MFGOJQLGB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_128&otracker=browse&iid=en_Ua45oUea9j6eB0wDx2DLPAw0b%2BgqSgY%2FMuU8f6AZ15BB1hL86ASYje2AKr260Ti9Tj1Hc3YfkkZizBLEZSepeg%3D%3D&ssid=7lp5dx1e400000001678100258903
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,"₹49,990",4.1,"₹67,990",/asus-vivobook-flip-14-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-tp470ea-ec311ws-2-1-laptop/p/itm3f58141dd908b?pid=COMGARNU6AZYVZUZ&lid=LSTCOMGARNU6AZYVZUZEGCBMF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_129&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGARNU6AZYVZUZ.SEARCH&ssid=7lp5dx1e400000001678100258903
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin a...,"₹61,690",,"₹81,487",/dell-inspiron-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-new-15-metal-laptop-thin-light/p/itm315239a748647?pid=COMGJ75HKASCXKBH&lid=LSTCOMGJ75HKASCXKBHG7F69R&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_130&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGJ75HKASCXKBH.SEARCH&ssid=7lp5dx1e400000001678100258903
ASUS Vivobook 14 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) X415JA-EB531WS Notebook,"₹48,990",3.7,"₹73,990",/asus-vivobook-14-core-i5-10th-gen-16-gb-512-gb-ssd-windows-11-home-x415ja-eb531ws-notebook/p/itmff52b70c423a7?pid=COMGG763SPGK3NTB&lid=LSTCOMGG763SPGK3NTBNINUE9&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_131&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGG763SPGK3NTB.SEARCH&ssid=7lp5dx1e400000001678100258903
HP Victus Intel Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹90,990",4.4,"₹1,01,278",/hp-victus-intel-core-i7-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-15-fa0073tx-gaming-laptop/p/itm9010e2ab6b562?pid=COMGGKKZX7FC7GHU&lid=LSTCOMGGKKZX7FC7GHUX9YXDZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_132&otracker=browse&iid=en_Ua45oUea9j6eB0wDx2DLPAw0b%2BgqSgY%2FMuU8f6AZ15DSBWo1%2Fdw3csTaSSD2KeUG%2F9%2FS4A4kr%2FhpC1E5DyWeuw%3D%3D&ssid=7lp5dx1e400000001678100258903
MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,"₹2,99,990",,"₹4,81,990",/msi-core-i9-12th-gen-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3080-ti-120-hz-raider-ge77hx-12uhs-205in-gaming-laptop/p/itm9e5ce41e06c01?pid=COMGGZ23UYB7ZZUU&lid=LSTCOMGGZ23UYB7ZZUU0IYJO2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_133&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGGZ23UYB7ZZUU.SEARCH&ssid=7lp5dx1e400000001678100258903
ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"₹74,990",4.5,"₹92,990",/asus-vivobook-s14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itmb9d5c1df6f0c4?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_134&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGCG2GXUAAMYJF.SEARCH&ssid=7lp5dx1e400000001678100258903
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹32,990",4.3,"₹49,990",/infinix-inbook-y1-plus-intel-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-xl28-thin-light-laptop/p/itm0c1e0ee715f20?pid=COMGMM3HVVKFTAXZ&lid=LSTCOMGMM3HVVKFTAXZN0HE87&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_135&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGMM3HVVKFTAXZ.SEARCH&ssid=7lp5dx1e400000001678100258903
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,"₹33,990",4.2,"₹60,890",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itme5d4463121c64?pid=COMG9VKERHP4FACH&lid=LSTCOMG9VKERHP4FACHOL4YVH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_136&otracker=browse&iid=en_Ua45oUea9j6eB0wDx2DLPAw0b%2BgqSgY%2FMuU8f6AZ15BtKFYEbAuBItyqpnQ9jTk72qlRJqxjaNLRS9GReiXcjg%3D%3D&ssid=7lp5dx1e400000001678100258903
ASUS Vivobook Pro 15 OLED Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"₹89,990",4.4,"₹1,10,990",/asus-vivobook-pro-15-oled-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k6500zc-l502ws-creator-laptop/p/itm9c1934f4ea84c?pid=COMGG3S9JRVFZPMY&lid=LSTCOMGG3S9JRVFZPMY15V1Z2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_137&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGG3S9JRVFZPMY.SEARCH&ssid=7lp5dx1e400000001678100258903
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Thin and Light Laptop,"₹78,190",4.5,"₹99,861",/dell-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-inspiron-5320-thin-light-laptop/p/itm98ea325ac2499?pid=COMGFPGXDA6KTNXY&lid=LSTCOMGFPGXDA6KTNXY9OGB6Q&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_138&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGFPGXDA6KTNXY.SEARCH&ssid=7lp5dx1e400000001678100258903
HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Light Lapt...,"₹54,480",4.3,"₹63,362",/hp-pavilion-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14-dy0207tu-thin-light-laptop/p/itm787c743bd98ef?pid=COMGCNDPVSPNGDYQ&lid=LSTCOMGCNDPVSPNGDYQRTBGCB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_139&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGCNDPVSPNGDYQ.SEARCH&ssid=7lp5dx1e400000001678100258903
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹37,900",4.3,"₹59,390",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_140&otracker=browse&iid=en_Ua45oUea9j6eB0wDx2DLPAw0b%2BgqSgY%2FMuU8f6AZ15AZGg6C%2B2gWc2e4x7T1A6dw2y27Gq9BiKXHqC0JcvFn8A%3D%3D&ssid=7lp5dx1e400000001678100258903
MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,"₹1,29,990",4.8,"₹1,88,990",/msi-delta-15-amd-advantage-ryzen-9-octa-core-5900hx-5th-gen-16-gb-1-tb-ssd-windows-11-home-10-gb-graphics-amd-radeon-rx-6700m-144-hz-a5efk-083in-gaming-laptop/p/itm9d6cfb55b316a?pid=COMG9VKEHSAGGWBY&lid=LSTCOMG9VKEHSAGGWBY289PRX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_141&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMG9VKEHSAGGWBY.SEARCH&ssid=7lp5dx1e400000001678100258903
Lenovo Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin an...,"₹40,990",4,"₹61,390",/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl6-thin-light-laptop/p/itm16e2c83bcc665?pid=COMGHMH6GVJ79VCH&lid=LSTCOMGHMH6GVJ79VCHBBOVIV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_142&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMGHMH6GVJ79VCH.SEARCH&ssid=7lp5dx1e400000001678100258903
ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C523NA-BR0300| C523NA-BR0476 C...,"₹17,990",3.7,"₹25,990",/asus-chromebook-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c523na-br0300-c523na-br0476/p/itm9056369255bfb?pid=COMG49CZHJZVU8WH&lid=LSTCOMG49CZHJZVU8WH9WF5Y1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_143&otracker=browse&iid=2e20e445-76e9-4efb-806c-dacabe55c496.COMG49CZHJZVU8WH.SEARCH&ssid=7lp5dx1e400000001678100258903
Lenovo Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN | 8...,"₹38,490",4.3,"₹59,890",/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-thin-light-laptop/p/itm0f71148608a53?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQFAMIHE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_144&otracker=browse&iid=en_Ua45oUea9j6eB0wDx2DLPAw0b%2BgqSgY%2FMuU8f6AZ15DaQ3tD%2B39BZ7osIxXlfAj3PAxr7UtmpR%2BiS3L%2BNs7HVg%3D%3D&ssid=7lp5dx1e400000001678100258903
